"county","state","msa","pmsa","pop.density","pop","pop.change","age6574","age75","crime","college","income","farm","democrat","republican","white","black","turnout","pdensity"
"Pulaski","MO",NA,NA,80,41307,4,3.9000001,2.9000001,1006,12.8000002,23312,1.70000005,41.2000008,38,80.2261124,13.5763912,24.1799202,1.90848501887865
"Putnam","MO",NA,NA,10,5079,-18.1000004,12.1999998,11.8000002,0,8.69999981,20985,22.2000008,33.5,45.7000008,99.6062241,0.0196889155,49.281353,1.04139268515823
"Ralls","MO",NA,NA,18,8476,-5.19999981,9.30000019,7.4000001,5530,7.80000019,26398,17.1000004,49.0999985,30.7000008,98.0651245,1.6281265,51.8286934,1.27875360095283
"Randolph","MO",NA,NA,49,24370,-6.30000019,8,8.39999962,4667,10.8000002,26627,4.69999981,48.5,29.6000004,91.6372604,7.53795671,41.8957748,1.69897000433602
"Ray","MO",3760,NA,38,21971,1.79999995,7.19999981,6.0999999,2285,8.39999962,31384,10,46.2999992,26.6000004,97.7515793,1.37453914,43.7849884,1.5910646070265
"Reynolds","MO",NA,NA,8,6661,-8.89999962,9.39999962,7.19999981,1162,6.5,20463,4.5999999,60.5999985,23.2999992,99.5796432,0.0450382829,49.9174309,0.954242509439325
"Ripley","MO",NA,NA,20,12303,1.39999998,10.1000004,8.39999962,427,6.0999999,16558,5.4000001,47.2999992,37.2999992,99.2522125,0.0487685949,39.5025597,1.32221929473392
"St. Charles","MO",7040,NA,403,212907,57,4.19999981,2.70000005,3628,21.2000008,44634,0.699999988,35,36.2999992,96.485321,2.3310647,50.0514297,2.60638136511061
"St. Clair","MO",NA,NA,13,8457,-1.29999995,12.1000004,11.1000004,2522,7.9000001,21106,18.3999996,42.5999985,33.7000008,99.0776901,0.260139525,54.5228806,1.14612803567824
"Ste. Genevieve","MO",NA,NA,32,16037,6.5,7.80000019,6.4000001,1701,7.4000001,30554,6.5999999,53.2000008,24.8999996,99.3016129,0.280601114,44.5033379,1.51851393987789
"St. Francois","MO",NA,NA,112,48904,17.7000008,9,6.80000019,2345,9.10000038,25044,1.60000002,49.4000015,31.1000004,97.4194336,1.96711922,38.7432518,2.05307844348342
"St. Louis","MO",7040,NA,1971,993529,2.70000005,7.5,5.5999999,4280,29.2000008,45214,0,44.0999985,35.2000008,84.1678467,14.0225401,53.8246002,3.29490691060519
"Saline","MO",NA,NA,30,23523,-8.5,9.39999962,8.89999962,2294,11.8999996,26111,9.5,45.7000008,26.3999996,93.4149551,5.74756622,43.2172775,1.49136169383427
"Schuyler","MO",NA,NA,14,4236,-16.2000008,11.1999998,11.6999998,1429,8,20941,18.3999996,43.0999985,34.2000008,99.5514603,0,51.2275734,1.17609125905568
"Scotland","MO",NA,NA,11,4822,-12.8999996,11.1000004,11.6000004,391,8.5,21213,25.2999992,42.9000015,32,99.7096634,0.0622148477,51.7212791,1.07918124604762
"Scott","MO",NA,NA,94,39376,-0.300000012,8,6.30000019,3107,9.5,25915,3.4000001,45.0999985,38,90.5627823,8.88104439,41.9214745,1.97772360528885
"Shannon","MO",NA,NA,8,7613,-1.29999995,9.30000019,6.9000001,0,6,17591,9.80000019,54,31,99.4745865,0.0394062772,51.9112053,0.954242509439325
"Shelby","MO",NA,NA,14,6942,-13.1999998,10.6000004,12.6999998,1315,8,23591,20.7999992,42.2999992,34.4000015,98.7899704,0.806683958,48.8908081,1.17609125905568
"Stoddard","MO",NA,NA,35,28895,-0.200000003,9.5,8.10000038,361,8.19999981,22334,6.9000001,46.5,37.4000015,98.1034775,1.41546977,42.5956039,1.55630250076729
"Stone","MO",NA,NA,45,19078,33.9000015,13.1999998,7.80000019,442,11.1000004,23772,6.30000019,35.4000015,43.9000015,98.9778824,0.0314498357,48.2021179,1.66275783168157
"Sullivan","MO",NA,NA,10,6326,-16.2999992,12.3000002,12.6000004,502,6.80000019,19139,19.3999996,43.9000015,38.5999985,99.6522293,0.0158077776,54.3155251,1.04139268515823
"Taney","MO",NA,NA,44,25561,34.7999992,12.3999996,8.89999962,3408,14.3000002,24229,2.29999995,35.5,46.0999985,98.7872162,0.06259536,51.6607323,1.65321251377534
"Texas","MO",NA,NA,18,21476,3.0999999,9.30000019,7.5999999,0,7,20531,13.1000004,46,34.7000008,99.1525421,0.0745017678,46.568264,1.27875360095283
"Vernon","MO",NA,NA,22,19041,-5.4000001,9.30000019,7.9000001,4033,13.1000004,23726,9.69999981,42.7000008,34.2999992,98.6660385,0.309857666,43.6059036,1.36172783601759
"Warren","MO",7040,NA,48,19534,38.7999992,8,5.9000001,2184,9.10000038,33486,6,37.0999985,34.0999985,96.7697372,2.62619019,44.3278389,1.69019608002851
"Washington","MO",NA,NA,27,20380,15.6000004,6.69999981,4.9000001,2819,5.69999981,20406,3.79999995,52.5999985,26.8999996,97.7134476,1.85475957,39.3032379,1.44715803134222
"Wayne","MO",NA,NA,16,11543,7.69999981,11,8.89999962,817,5.9000001,17148,4.0999999,51.0999985,34.9000015,99.3762436,0.0606428124,52.1441574,1.23044892137827
"Webster","MO",7920,NA,41,23753,19.6000004,7,6,0,8.5,24312,11.8000002,39,41,98.1854935,0.799898982,44.794342,1.6232492903979
"Worth","MO",NA,NA,9,2440,-21.5,11.3999996,14.1999998,610,8.69999981,20088,21.7999992,42.4000015,34.2000008,99.3852463,0.0409836061,57.9098358,1
"Wright","MO",NA,NA,25,16758,5.0999999,9.10000038,8,0,7.4000001,19073,13.5,36.5999985,44.5999985,98.9079819,0.214822769,45.852726,1.41497334797082
"St. Louis city","MO",7040,NA,6199,396685,-15.3000002,8.39999962,8.19999981,16031,15.3000002,24274,0,69.4000015,17.2999992,50.9434433,47.4956207,37.1589546,3.79239168949825
"Beaverhead","MT",NA,NA,2,8424,5.0999999,6.80000019,6.0999999,1597,20.6000004,25413,10.6999998,26.3999996,42,97.2697067,0.0949667618,49.3827171,0.477121254719662
"Big Horn","MT",NA,NA,2,11337,5.0999999,5.19999981,3.79999995,253,12.8000002,20876,7.5,49,31.2999992,43.362442,0.158772156,38.758049,0.477121254719662
"Blaine","MT",NA,NA,2,6728,-3.20000005,7,6.19999981,0,14.3999996,21347,17.8999996,44.5,31.8999996,60.0475616,0.0891795456,45.2734833,0.477121254719662
"Broadwater","MT",NA,NA,3,3318,7.69999981,10.1000004,6.30000019,2981,13.5,24180,11.3999996,26.7000008,45.0999985,98.0711288,0.0301386379,55.5153694,0.602059991327962
"Carbon","MT",NA,NA,4,8080,1.89999998,10.8000002,8.89999962,1322,19.2000008,23200,17.2000008,33.5,33.7999992,98.7252502,0.037128713,57.1782188,0.698970004336019
"Carter","MT",NA,NA,0,1503,-17.2000008,10.1999998,8.60000038,0,10.8000002,20586,50.9000015,17.6000004,56.9000015,98.935463,0,58.1503677,0
"Cascade","MT",3040,NA,29,77691,-1.79999995,7.19999981,5.4000001,7451,18.3999996,27901,2.29999995,40.2000008,34.2000008,93.1188965,1.36566651,47.0839615,1.47712125471966
"Chouteau","MT",NA,NA,1,5452,-10.3999996,10.1999998,7.30000019,1506,16.7999992,26470,30.3999996,29.6000004,42.5999985,95.7630234,0.0733675733,59.3543663,0.301029995663981
"Custer","MT",NA,NA,3,11697,-10.3000002,9.5,7.5,1463,16,26637,8.5,35.0999985,37.5,97.4437866,0.102590404,47.9695663,0.602059991327962
"Daniels","MT",NA,NA,1,2266,-24.8999996,12.6000004,9.60000038,1423,11.5,24032,22,33.5,36.4000015,98.9408646,0,60.1500435,0.301029995663981
"Dawson","MT",NA,NA,4,9505,-23.2000008,8.30000019,6.80000019,2616,13.1999998,28366,9.19999981,36.7999992,34.5999985,98.6428223,0,51.0257759,0.698970004336019
"Deer Lodge","MT",NA,NA,14,10278,-19.7999992,11.6999998,8.19999981,1607,11.5,26701,1.39999998,60.2000008,15.8000002,96.3708878,0.28215605,51.2648392,1.17609125905568
"Fallon","MT",NA,NA,2,3103,-19.8999996,8.10000038,6.80000019,701,10.6000004,26977,20.2999992,27.7000008,45.5,99.1943283,0,51.8208199,0.477121254719662
"Fergus","MT",NA,NA,3,12083,-5.0999999,10.3999996,9.5,2104,14.5,25898,13.1999998,24.8999996,42.2000008,98.6675491,0.0827609003,53.7201042,0.602059991327962
"Flathead","MT",NA,NA,12,59218,21,7.69999981,5.30000019,2964,17.2000008,28568,2.9000001,31,37.2000008,97.7692566,0.0945658386,53.0531273,1.11394335230684
"Gallatin","MT",NA,NA,21,50463,25.7000008,5.30000019,3.5,1035,33.7999992,29879,3.5,33.0999985,38.5999985,97.4575424,0.158531994,57.0457573,1.34242268082221
"Garfield","MT",NA,NA,0,1589,-13.8000002,9.60000038,7.19999981,0,8.80000019,20820,47.2999992,15.3000002,49.2000008,99.622406,0,51.541851,0
"Glacier","MT",NA,NA,4,12121,14.6999998,5.5,4.0999999,0,14.5,21488,5.4000001,48,28.2999992,43.379261,0.0907515883,35.6653748,0.698970004336019
"Golden Valley","MT",NA,NA,1,912,-12.6000004,10.1000004,8.10000038,651,14.6999998,19875,21.8999996,28.6000004,38.7000008,98.1359634,0,54.3859634,0.301029995663981
"Granite","MT",NA,NA,1,2548,-6.30000019,10.8999996,7.5,2290,16.8999996,22839,13.1999998,27.1000004,42,98.9403458,0,51.9230766,0.301029995663981
"Hill","MT",NA,NA,6,17654,-1,7,5.0999999,3227,18.1000004,31057,6,44.7999992,29.7999992,83.4315186,0.107624337,45.779995,0.845098040014257
"Jefferson","MT",NA,NA,5,7939,17.2999992,6.19999981,4.30000019,0,20.7999992,36683,3,33.5,36.5,97.9972305,0.0629802272,53.2182884,0.778151250383644
"Judith Basin","MT",NA,NA,1,2282,-14.8999996,10.3000002,7.5,0,19.7999992,26056,34.0999985,28.2999992,42.2000008,99.4303207,0,63.4092903,0.301029995663981
"Lake","MT",NA,NA,15,21041,15.6999998,8.80000019,6.9000001,3088,15.6999998,23287,10.5,37.2999992,34.0999985,77.9953461,0.0712893903,50.1544609,1.20411998265592
"Lewis and Clark","MT",NA,NA,14,47495,15.3999996,6.69999981,4.9000001,2742,27.7999992,32239,1.60000002,42.5,35.7000008,96.8333511,0.145278454,55.1236954,1.17609125905568
"Liberty","MT",NA,NA,2,2295,-3.20000005,8.5,7,0,16.8999996,28073,17.8999996,26.5,42.2999992,99.2592621,0.130718961,52.7668839,0.477121254719662
"Lincoln","MT",NA,NA,5,17481,-0.400000006,7.69999981,4.5999999,3474,12.5,25084,1.79999995,33,33.4000015,97.8376541,0.0629254654,47.9263191,0.778151250383644
"McCone","MT",NA,NA,1,2276,-22.2999992,10.1999998,6.30000019,652,14.3000002,23750,32.9000015,31.2999992,39,99.1212616,0.0439367294,59.4903336,0.301029995663981
"Madison","MT",NA,NA,2,5989,11.3999996,9,7.80000019,2114,19.7000008,26009,12.5,23.6000004,42.9000015,98.647522,0,55.0843201,0.477121254719662
"Meagher","MT",NA,NA,1,1819,-15.8000002,10.8000002,6.5,0,14.3999996,22500,10.3999996,25.8999996,42.0999985,98.1308441,0,55.0852127,0.301029995663981
"Mineral","MT",NA,NA,3,3315,-5.69999981,8.10000038,4.5,5370,13.1000004,24347,2.5,40.5999985,24.6000004,96.6515808,0.0904977396,49.3212662,0.602059991327962
"Missoula","MT",NA,NA,32,78687,8.39999962,5.80000019,4.5,887,27.7000008,30359,0.899999976,47,29.7999992,96.1404037,0.235108718,55.0370445,1.51851393987789
"Musselshell","MT",NA,NA,2,4106,-7.30000019,11.1999998,8.80000019,1445,11.3999996,20733,9.89999962,29.1000004,39.2999992,98.7822723,0.0487092063,54.2620544,0.477121254719662
"Park","MT",NA,NA,6,14562,14.8999996,9,6.80000019,1963,19.2999992,25647,5.5,30.2000008,38,97.6994934,0.473836005,51.3871727,0.845098040014257
"Petroleum","MT",NA,NA,0,519,-22,9.39999962,4.19999981,0,17.5,20536,33.7000008,20.6000004,45.5999985,99.4219666,0,57.0327568,0
"Phillips","MT",NA,NA,1,5163,-5.19999981,8.5,6.9000001,1456,13.1000004,26862,19.7999992,24.2000008,39.0999985,91.8264542,0.0387371667,50.8425331,0.301029995663981
"Pondera","MT",NA,NA,4,6433,-7.80000019,8.60000038,7.5999999,753,15,27490,10.8000002,33,39.5999985,88.4657211,0.0777242333,49.19944,0.698970004336019
"Powder River","MT",NA,NA,1,2090,-18.7000008,9.30000019,6.4000001,1562,15.3000002,26895,34,22.2999992,47.2999992,97.7990417,0,55.3110046,0.301029995663981
"Powell","MT",NA,NA,3,6620,-2.5,7.9000001,6.0999999,1330,16.6000004,24315,5.80000019,33.7000008,36,94.728096,0.332326293,44.3806648,0.602059991327962
"Prairie","MT",NA,NA,1,1383,-29.3999996,13.8999996,11.3999996,0,13.1999998,20114,31.5,30.3999996,48.0999985,98.409256,0,61.8944321,0.301029995663981
"Ravalli","MT",NA,NA,11,25010,22,9.60000038,7,1028,18.2000008,24522,5.69999981,30.8999996,35.9000015,98.0727692,0.143942416,60.0559769,1.07918124604762
"Richland","MT",NA,NA,5,10716,-14.1999998,7.69999981,5.69999981,809,13.3999996,26266,10.8000002,30.2999992,37.0999985,97.4710693,0.0373273604,44.307579,0.778151250383644
"Roosevelt","MT",NA,NA,5,10999,3.79999995,6.0999999,4.80000019,1924,11.3000002,21914,8.30000019,43.5999985,28.8999996,50.6318741,0.154559508,38.1216469,0.778151250383644
"Rosebud","MT",NA,NA,2,10505,7,4.4000001,2.70000005,471,13.3999996,32784,6.9000001,42.5999985,28.7999992,71.8134232,0.314136118,37.296524,0.477121254719662
"Sanders","MT",NA,NA,3,8669,1.89999998,9.10000038,7,1266,14.8000002,21320,8.19999981,37.5,30.2000008,93.8401184,0.138424277,51.9783134,0.602059991327962
"Sheridan","MT",NA,NA,3,4732,-17.1000004,11.6999998,9.89999962,1317,11.6999998,25246,12.8999996,40.4000015,29.8999996,98.2671204,0,56.2764168,0.602059991327962
"Silver Bow","MT",NA,NA,48,33941,-10.3999996,9.30000019,7.69999981,3733,17.8999996,29526,0.600000024,54.9000015,19.2000008,97.3041458,0.0972275436,53.4633636,1.69019608002851
"Stillwater","MT",NA,NA,4,6536,20.2999992,9.10000038,7.5,1044,16.8999996,29362,15.3000002,32.4000015,38.2000008,98.439415,0.0764993876,55.691555,0.698970004336019
"Sweet Grass","MT",NA,NA,2,3154,-3,11,10.1000004,2665,20,25981,18.5,21.8999996,48.7999992,99.112236,0.0634115413,57.1337967,0.477121254719662
"Teton","MT",NA,NA,3,6271,-4.5999999,9.39999962,8.39999962,410,17.7999992,26307,27.2999992,30.6000004,40.0999985,98.1342697,0.0478392616,54.2975616,0.602059991327962
"Toole","MT",NA,NA,3,5046,-10.3999996,9.89999962,6.30000019,1411,14,29720,8.80000019,31.3999996,34.7000008,97.1066208,0.0990883857,53.8446312,0.602059991327962
"Treasure","MT",NA,NA,1,874,-9.89999962,8.10000038,7.5999999,453,13.1999998,23125,21.2000008,28.7000008,37.7000008,97.7116699,0,62.5858116,0.301029995663981
"Valley","MT",NA,NA,2,8239,-20,9.30000019,7.5,924,13.1999998,27029,17.2000008,37.5,32.7999992,90.0958862,0.109236561,55.4436226,0.477121254719662
"Wheatland","MT",NA,NA,2,2246,-4,11.8000002,8.69999981,705,10.6000004,20528,16.7000008,33.4000015,41.5999985,98.0854874,0.0445235968,51.202137,0.477121254719662
"Wibaux","MT",NA,NA,1,1191,-23.5,10.1999998,9.69999981,0,10.8999996,24000,20.2000008,32.0999985,38.5999985,99.6641464,0,50.9655762,0.301029995663981
"Yellowstone","MT",880,NA,45,113419,9.30000019,7.19999981,5.19999981,3379,21.5,31533,1.70000005,35.7000008,40.4000015,95.1524887,0.450541794,49.7720833,1.66275783168157
"Yellowstone National Park","MT",NA,NA,0,52,-21.2000008,1.89999998,0,0,0,31250,0,NA,NA,100,0,0,0
"Adams","NE",NA,NA,52,29625,-3.79999995,8.39999962,8.30000019,3606,15.6000004,30422,3.9000001,26.2999992,48.4000015,98.1738434,0.610970438,44.2531662,1.72427586960079
"Antelope","NE",NA,NA,9,7965,-10.3999996,9.69999981,9.69999981,1070,9.89999962,21839,25.2000008,17.2000008,52.4000015,99.5605774,0.0251098555,47.4074059,1
"Arthur","NE",NA,NA,1,462,-10.8999996,10.8000002,7.5999999,0,13.8000002,21154,55,6.80000019,56.2999992,99.350647,0,56.9264069,0.301029995663981
"Banner","NE",NA,NA,1,852,-7.19999981,8.89999962,6.0999999,698,12,24333,46.4000015,14.1999998,59.2000008,97.6525803,0.117370889,56.338028,0.301029995663981
"Blaine","NE",NA,NA,1,675,-23.1000004,8,8.69999981,147,15.8000002,23229,38.4000015,14.1000004,56.5,99.4074097,0.148148149,67.1111145,0.301029995663981
"Boone","NE",NA,NA,10,6667,-11.3999996,10.3000002,9.69999981,550,9.39999962,26376,25.2000008,19.1000004,50.2000008,99.7150116,0.0299984999,47.4276276,1.04139268515823
"Box Butte","NE",NA,NA,12,13130,-5.4000001,6.69999981,6.5999999,3034,13,31650,6.9000001,34.0999985,38.7999992,95.2094421,0.373191178,43.183548,1.11394335230684
"Boyd","NE",NA,NA,5,2835,-19,11.8000002,13.3000002,350,9.89999962,20000,24.3999996,22.5,47.4000015,99.1181641,0,55.414463,0.778151250383644
"Brown","NE",NA,NA,3,3657,-17.2999992,10.6999998,10.8000002,2168,11.3000002,21265,12.8999996,16.7999992,54.0999985,99.4257584,0.0273448173,50.4785347,0.602059991327962
"Buffalo","NE",NA,NA,39,37447,9.60000038,6.0999999,6,4628,23.7000008,30801,4.9000001,21.2000008,55.0999985,97.2841644,0.443293184,47.0451584,1.60205999132796
"Burt","NE",NA,NA,16,7868,-11.5,10.1000004,11.5,1700,13.5,25016,17.6000004,31.2999992,42.5999985,98.4875412,0.101677679,49.7203865,1.23044892137827
"Butler","NE",NA,NA,15,8601,-7.5,9.89999962,10.5,1843,8,28151,26.3999996,26.2000008,45.4000015,99.5233078,0.11626555,48.2153244,1.20411998265592
"Cass","NE",5920,NA,39,21318,8.80000019,7.0999999,5.9000001,2979,13.6000004,31924,11,29.6000004,43.2000008,98.6631012,0.197016612,46.8102074,1.60205999132796
"Cedar","NE",NA,NA,14,10131,-11.5,9.19999981,9.69999981,822,10.3000002,25019,31.6000004,22.2999992,43.7999992,99.6841354,0.0592241623,44.5957947,1.17609125905568
"Chase","NE",NA,NA,5,4381,-10.3999996,9.60000038,9.10000038,747,15.1000004,24353,11.5,19.1000004,48,99.2695694,0.022825839,47.5233955,0.778151250383644
"Cherry","NE",NA,NA,1,6307,-6.19999981,8.39999962,8.60000038,1194,13.1000004,22902,26.2000008,18.7000008,56.7000008,96.8289185,0.0475661978,47.6930389,0.301029995663981
"Cheyenne","NE",NA,NA,8,9494,-5.4000001,9.60000038,8.30000019,3069,15.1000004,28080,11.1999998,22.7999992,51.7999992,97.4299545,0.084263742,44.6703186,0.954242509439325
"Clay","NE",NA,NA,12,7123,-11.6999998,10.1000004,9.5,1196,11.6999998,27304,16.2999992,22.3999996,50.7999992,99.2138138,0.0140390284,50.2737617,1.11394335230684
"Colfax","NE",NA,NA,23,9139,-5.30000019,9.39999962,11.1999998,2299,8.5,26956,18.7000008,24.3999996,46.2000008,98.5009308,0.0328263491,45.3441277,1.38021124171161
"Cuming","NE",NA,NA,17,10117,-14.8000002,10.1999998,10.1000004,930,11.8000002,25949,28.5,17.6000004,57.0999985,99.5947418,0.0790748224,46.9111404,1.25527250510331
"Custer","NE",NA,NA,5,12270,-11.5,10.6000004,11.3000002,1123,10.8000002,26355,21.7000008,19.2999992,54.5999985,99.0383072,0.0244498774,47.4327621,0.778151250383644
"Dakota","NE",7720,NA,65,16742,3.5,6.30000019,5.4000001,3261,11.6999998,29319,4.4000001,36.2000008,43.2000008,92.4680481,0.45394814,38.3108368,1.81954393554187
"Dawes","NE",NA,NA,6,9021,-8.80000019,7.9000001,7.69999981,4262,23.1000004,25669,10.8999996,24.2999992,48.2000008,94.1359024,0.60968852,45.09478,0.845098040014257
"Dawson","NE",NA,NA,21,19940,-3,9.10000038,8.19999981,5466,12.3000002,26664,7.4000001,19.7999992,53.5999985,97.9388199,0.0752256736,44.0371132,1.34242268082221
"Deuel","NE",NA,NA,5,2237,-11.6000004,11.5,11.3999996,443,12.8999996,25353,16,20.7000008,49.7999992,97.6754608,0.0447027273,50.0670547,0.778151250383644
"Dixon","NE",NA,NA,13,6143,-13.8000002,9.5,10.6999998,1339,11,25218,22.2000008,27.2000008,48.5999985,99.6907043,0.0651147664,49.7151222,1.14612803567824
"Dodge","NE",NA,NA,65,34500,-3.79999995,8.80000019,8.5,3705,13.5,30444,5.80000019,28.3999996,44.2999992,98.9333344,0.211594209,47.5594215,1.81954393554187
"Douglas","NE",5920,NA,1288,416444,7.4000001,6.5,4.9000001,6186,24.8999996,36952,0.300000012,33.5,46.7000008,86.3112411,10.9356842,47.9968491,3.1102529173534
"Dundy","NE",NA,NA,3,2582,-14.3999996,12.1000004,11,998,13,26020,22.5,19.5,53,99.4577866,0,48.4895439,0.602059991327962
"Fillmore","NE",NA,NA,12,7103,-11.8999996,10.3000002,11.3999996,893,11.8999996,28411,21.8999996,28.3999996,42.9000015,99.1412048,0.19709982,49.0356178,1.11394335230684
"Franklin","NE",NA,NA,7,3938,-11.5,12.6000004,13.8999996,1158,11.8000002,24232,19.1000004,24.1000004,48.7999992,99.415947,0.152361602,50.2793312,0.903089986991944
"Frontier","NE",NA,NA,3,3101,-14.8999996,8.80000019,8.89999962,1502,10.5,23977,27.5,19.2000008,50,99.1293106,0.0322476625,50.6610756,0.602059991327962
"Furnas","NE",NA,NA,8,5553,-13.6999998,11.8999996,15.5,874,12,21811,14.3999996,22.2999992,48.7000008,99.3156815,0.0720331371,50.4412041,0.954242509439325
"Gage","NE",NA,NA,26,22794,-7.5999999,9.80000019,9.89999962,3339,11.3000002,28123,12.1000004,32.9000015,39.7000008,98.8417969,0.197420374,44.191452,1.43136376415899
"Garden","NE",NA,NA,1,2460,-17,11.8999996,12.1000004,2297,13.8999996,22750,22.7000008,16.2999992,53.5,99.7967453,0,52.9674797,0.301029995663981
"Garfield","NE",NA,NA,4,2141,-11.6000004,11.3000002,12.8000002,185,12.8999996,21769,23.1000004,20.2999992,54.7000008,99.6263428,0,50.770668,0.698970004336019
"Gosper","NE",NA,NA,4,1928,-5.9000001,11.5,9.80000019,2982,13.8999996,29211,28.1000004,24.2000008,46.9000015,99.9481354,0,54.3568459,0.698970004336019
"Grant","NE",NA,NA,1,769,-10.6999998,9.5,5.9000001,258,14.6000004,23015,14.3000002,16.7000008,55,98.8296509,0,58.387516,0.301029995663981
"Greeley","NE",NA,NA,5,3006,-15.1000004,9.80000019,11,132,11.5,22750,27.1000004,30.7000008,41.4000015,99.7671356,0,47.1723213,0.778151250383644
"Hall","NE",NA,NA,91,48925,4.19999981,7.69999981,6.5999999,6256,14.6000004,30822,2.79999995,26.7000008,44.7999992,96.6029663,0.296371996,42.2933044,1.96378782734556
"Hamilton","NE",NA,NA,17,8862,-3.5,8,8.10000038,2113,13,28886,18.3999996,21.6000004,51.7000008,99.4245071,0.10155721,51.8957329,1.25527250510331
"Harlan","NE",NA,NA,7,3810,-13.6999998,12.6999998,11.3000002,2523,12.8999996,23304,20,23.1000004,46.9000015,99.8425217,0.0524934381,55.4330711,0.903089986991944
"Hayes","NE",NA,NA,2,1222,-12.8000002,10.8000002,7.19999981,568,10.6999998,23500,38.4000015,13,55.4000015,99.6726685,0,53.5188217,0.477121254719662
"Hitchcock","NE",NA,NA,5,3750,-13,10.5,10.8999996,608,12.1000004,23861,18.5,20.7000008,47.5999985,99.546669,0,46.1599998,0.778151250383644
"Holt","NE",NA,NA,5,12599,-8.10000038,9,8.39999962,503,12.8000002,25444,19.5,14.6000004,54.9000015,99.5078964,0.023811413,45.2654991,0.778151250383644
"Hooker","NE",NA,NA,1,793,-26.5,12.8999996,14.8999996,375,13.5,23250,7.9000001,15.3999996,62.2000008,99.8738937,0,57.3770485,0.301029995663981
"Howard","NE",NA,NA,11,6055,-8.39999962,9.60000038,9.30000019,1833,8.60000038,26054,24.6000004,27.1000004,39.7000008,99.4219666,0.0165152773,47.3658142,1.07918124604762
"Jefferson","NE",NA,NA,15,8759,-13.1000004,11.8000002,11.8000002,1946,12.6999998,27284,17.7999992,33.5,39.7000008,99.4405746,0.045667313,51.2729759,1.20411998265592
"Johnson","NE",NA,NA,12,4673,-12.6999998,11.3999996,12.1999998,1400,8.5,24949,24.7999992,34.7999992,37.5,97.1752625,0.0213995297,50.5028877,1.11394335230684
"Kearney","NE",NA,NA,13,6629,-7.4000001,8.69999981,8.80000019,1899,17.8999996,29958,9.5,19.7999992,53.7999992,99.2457352,0,49.0873451,1.14612803567824
"Keith","NE",NA,NA,8,8584,-10.6000004,9.39999962,7.5,3786,13.1000004,26202,4.4000001,18.7999992,51.7999992,97.8914261,0.116495803,45.3984146,0.954242509439325
"Keya Paha","NE",NA,NA,1,1029,-26.6000004,11.8000002,9.30000019,385,8.10000038,20850,42.5999985,16.6000004,58.2999992,99.9028168,0,61.3216705,0.301029995663981
"Kimball","NE",NA,NA,4,4108,-17.7000008,10.6000004,8.39999962,2919,12.6999998,27000,10.6999998,22.7999992,52.0999985,99.172348,0.0486854911,43.5248299,0.698970004336019
"Knox","NE",NA,NA,8,9534,-18.6000004,11.8999996,11.8999996,1081,8.80000019,22488,28.2000008,22.7000008,49.5,94.724144,0,44.7136574,0.954242509439325
"Lancaster","NE",4360,NA,262,213641,13.8000002,5.9000001,4.9000001,7613,27.6000004,36467,1.39999998,39.2999992,39.5,94.8614731,2.1807611,49.0743828,2.41995574848976
"Lincoln","NE",NA,NA,13,32508,-9.19999981,8.19999981,7.0999999,5255,14.1999998,31758,5.80000019,33,45.0999985,96.4501038,0.292235762,47.9666557,1.14612803567824
"Logan","NE",NA,NA,1,878,-13,8.19999981,7.0999999,113,13.3999996,23047,37.4000015,17.7000008,60.0999985,99.4305267,0.341685653,51.3667412,0.301029995663981
"Loup","NE",NA,NA,1,683,-18.7000008,10.5,8.19999981,0,9.80000019,21417,54.5999985,14.8999996,59.9000015,99.8535843,0,56.9546127,0.301029995663981
"McPherson","NE",NA,NA,1,546,-11,10.3000002,9.5,363,9,21786,65.8000031,14.8999996,66,99.8168488,0.183150187,60.2564087,0.301029995663981
"Madison","NE",NA,NA,58,32655,5.30000019,7.4000001,7.4000001,4072,13.1999998,29760,6.5999999,17.1000004,57.2000008,97.1796036,0.728831708,42.064003,1.77085201164214
"Merrick","NE",NA,NA,17,8042,-10,8.80000019,8.89999962,1614,11.6999998,26184,18.7000008,22.7000008,48.5999985,99.4280014,0.0373041518,47.38871,1.25527250510331
"Morrill","NE",NA,NA,4,5423,-12.8999996,9.19999981,9.60000038,1535,12.6999998,24476,17.1000004,22.8999996,46.9000015,95.9247665,0.0184399784,46.5609436,0.698970004336019
"Nance","NE",NA,NA,10,4275,-10.6000004,9.60000038,10,997,10.6999998,24571,22.2999992,28.1000004,42.7999992,99.4152069,0.023391813,46.4795303,1.04139268515823
"Nemaha","NE",NA,NA,19,7980,-5.5999999,9.10000038,9.60000038,757,18.5,29654,11.8000002,28.7999992,44,98.6967392,0.902255654,48.2957382,1.30102999566398
"Nuckolls","NE",NA,NA,10,5786,-17,11.5,12,360,10.1000004,25140,20.5,28.2000008,43.2000008,99.7926025,0.0172830969,51.0888367,1.04139268515823
"Otoe","NE",NA,NA,23,14252,-5.80000019,10.3000002,10.3999996,2141,13.1000004,28627,15.6999998,29.7999992,43.2999992,99.2001114,0.175413981,47.9792328,1.38021124171161
"Pawnee","NE",NA,NA,7,3317,-19.1000004,14.8000002,13.8000002,1046,11.1000004,23072,27.2999992,31.2999992,37.0999985,99.608078,0.0904431716,54.5070839,0.903089986991944
